Host: ubuntu19  Current process id: 14488
./linkern -s 43 -S linkern.tour -R 1000000000 -t 10000 ./cities1k.tsp
Chained Lin-Kernighan with seed 43
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.07
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 1.53
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.21
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515104241   7.58 seconds
974788 Steps   Best: 1503672015   2363.73 seconds
974999 Steps   Best: 1503672015   2364.19 seconds
975303 Steps   Best: 1503671686   2364.80 seconds
975399 Steps   Best: 1503671155   2365.02 seconds
975999 Steps   Best: 1503671155   2366.41 seconds
976114 Steps   Best: 1503671029   2366.68 seconds
976359 Steps   Best: 1503671000   2367.19 seconds
976999 Steps   Best: 1503671000   2368.67 seconds
977029 Steps   Best: 1503670834   2368.73 seconds
977643 Steps   Best: 1503670498   2370.18 seconds
977999 Steps   Best: 1503670498   2370.99 seconds
978999 Steps   Best: 1503670498   2373.33 seconds
979073 Steps   Best: 1503670336   2373.52 seconds
979999 Steps   Best: 1503670336   2375.41 seconds
Wrote the tour to linkern.tour
980342 Steps   Best: 1503670217   2376.17 seconds
980584 Steps   Best: 1503670133   2376.74 seconds
980688 Steps   Best: 1503670024   2376.96 seconds
980787 Steps   Best: 1503669707   2377.15 seconds
980999 Steps   Best: 1503669707   2377.60 seconds
981052 Steps   Best: 1503669372   2377.71 seconds
981958 Steps   Best: 1503669336   2379.63 seconds
981999 Steps   Best: 1503669336   2379.70 seconds
982267 Steps   Best: 1503669221   2380.27 seconds
982272 Steps   Best: 1503669204   2380.28 seconds
982999 Steps   Best: 1503669204   2381.80 seconds
983999 Steps   Best: 1503669204   2383.88 seconds
984653 Steps   Best: 1503669097   2385.20 seconds
984999 Steps   Best: 1503669097   2385.95 seconds
985327 Steps   Best: 1503668288   2386.63 seconds
985578 Steps   Best: 1503668202   2387.23 seconds
985981 Steps   Best: 1503667193   2388.20 seconds
985999 Steps   Best: 1503667193   2388.24 seconds
986999 Steps   Best: 1503667193   2390.61 seconds
987091 Steps   Best: 1503666980   2390.83 seconds
987226 Steps   Best: 1503666940   2391.14 seconds
987354 Steps   Best: 1503666931   2391.44 seconds
987936 Steps   Best: 1503666900   2392.79 seconds
987999 Steps   Best: 1503666900   2392.96 seconds
988224 Steps   Best: 1503666660   2393.57 seconds
988999 Steps   Best: 1503666660   2395.34 seconds
989578 Steps   Best: 1503665718   2396.60 seconds
989999 Steps   Best: 1503665718   2397.55 seconds
Wrote the tour to linkern.tour
990103 Steps   Best: 1503665588   2397.86 seconds
990999 Steps   Best: 1503665588   2400.45 seconds
991629 Steps   Best: 1503665353   2401.96 seconds
991999 Steps   Best: 1503665353   2402.87 seconds
992014 Steps   Best: 1503665298   2402.90 seconds
992872 Steps   Best: 1503665295   2404.82 seconds
992999 Steps   Best: 1503665295   2405.14 seconds
993133 Steps   Best: 1503665069   2405.47 seconds
993875 Steps   Best: 1503665008   2407.29 seconds
993902 Steps   Best: 1503664863   2407.35 seconds
993999 Steps   Best: 1503664863   2407.55 seconds
994024 Steps   Best: 1503664577   2407.59 seconds
994106 Steps   Best: 1503664482   2407.76 seconds
994155 Steps   Best: 1503664357   2407.88 seconds
994547 Steps   Best: 1503664352   2408.72 seconds
994672 Steps   Best: 1503664228   2408.99 seconds
994999 Steps   Best: 1503664228   2409.71 seconds
995085 Steps   Best: 1503664152   2409.90 seconds
995354 Steps   Best: 1503664126   2410.49 seconds
995579 Steps   Best: 1503664113   2410.97 seconds
995892 Steps   Best: 1503664081   2411.69 seconds
995993 Steps   Best: 1503663990   2411.94 seconds
995999 Steps   Best: 1503663990   2411.95 seconds
996999 Steps   Best: 1503663990   2414.32 seconds
997018 Steps   Best: 1503663973   2414.37 seconds
997053 Steps   Best: 1503663874   2414.45 seconds
997870 Steps   Best: 1503663612   2416.52 seconds
997999 Steps   Best: 1503663612   2416.81 seconds
998999 Steps   Best: 1503663612   2418.97 seconds
999446 Steps   Best: 1503663542   2420.02 seconds
999999 Steps   Best: 1503663542   2421.31 seconds
Wrote the tour to linkern.tour
1000999 Steps   Best: 1503663542   2423.58 seconds
1001211 Steps   Best: 1503663389   2424.03 seconds
1001999 Steps   Best: 1503663389   2425.75 seconds
1002185 Steps   Best: 1503662442   2426.16 seconds
1002738 Steps   Best: 1503662403   2427.53 seconds
1002999 Steps   Best: 1503662403   2428.17 seconds
1003030 Steps   Best: 1503662310   2428.24 seconds
1003244 Steps   Best: 1503662240   2428.68 seconds
1003999 Steps   Best: 1503662240   2430.33 seconds
1004222 Steps   Best: 1503661869   2430.85 seconds
1004543 Steps   Best: 1503661794   2431.58 seconds
1004924 Steps   Best: 1503661594   2432.48 seconds
1004999 Steps   Best: 1503661594   2432.67 seconds
1005727 Steps   Best: 1503661431   2434.26 seconds
1005994 Steps   Best: 1503660861   2434.83 seconds
1005999 Steps   Best: 1503660861   2434.84 seconds
1006774 Steps   Best: 1503660625   2436.50 seconds
1006999 Steps   Best: 1503660625   2437.01 seconds
1007464 Steps   Best: 1503660561   2437.98 seconds
1007999 Steps   Best: 1503660561   2439.05 seconds
1008999 Steps   Best: 1503660561   2441.19 seconds
1009456 Steps   Best: 1503660499   2442.12 seconds
1009484 Steps   Best: 1503660454   2442.20 seconds
1009999 Steps   Best: 1503660454   2443.37 seconds
Wrote the tour to linkern.tour
1010999 Steps   Best: 1503660454   2445.58 seconds
1011999 Steps   Best: 1503660454   2447.72 seconds
1012999 Steps   Best: 1503660454   2449.79 seconds
1013937 Steps   Best: 1503660190   2451.93 seconds
1013999 Steps   Best: 1503660190   2452.07 seconds
1014999 Steps   Best: 1503660190   2454.28 seconds
1015153 Steps   Best: 1503660054   2454.61 seconds
1015999 Steps   Best: 1503660054   2456.49 seconds
1016610 Steps   Best: 1503659988   2457.78 seconds
1016633 Steps   Best: 1503659883   2457.86 seconds
1016677 Steps   Best: 1503659812   2457.97 seconds
1016999 Steps   Best: 1503659812   2458.63 seconds
1017999 Steps   Best: 1503659812   2460.87 seconds
1018221 Steps   Best: 1503659701   2461.37 seconds
1018233 Steps   Best: 1503659366   2461.40 seconds
1018636 Steps   Best: 1503659342   2462.29 seconds
1018999 Steps   Best: 1503659342   2463.07 seconds
1019999 Steps   Best: 1503659342   2465.47 seconds
Wrote the tour to linkern.tour
1020522 Steps   Best: 1503659249   2466.71 seconds
1020697 Steps   Best: 1503658940   2467.07 seconds
1020999 Steps   Best: 1503658940   2467.72 seconds
1021372 Steps   Best: 1503658650   2468.54 seconds
1021999 Steps   Best: 1503658650   2469.90 seconds
1022442 Steps   Best: 1503658445   2470.85 seconds
1022999 Steps   Best: 1503658445   2472.13 seconds
1023717 Steps   Best: 1503658362   2473.88 seconds
1023999 Steps   Best: 1503658362   2474.60 seconds
1024536 Steps   Best: 1503658321   2475.79 seconds
1024999 Steps   Best: 1503658321   2476.81 seconds
1025510 Steps   Best: 1503658208   2477.90 seconds
1025999 Steps   Best: 1503658208   2478.98 seconds
1026004 Steps   Best: 1503656787   2478.99 seconds
1026999 Steps   Best: 1503656787   2481.15 seconds
1027126 Steps   Best: 1503656780   2481.45 seconds
1027202 Steps   Best: 1503656382   2481.61 seconds
1027253 Steps   Best: 1503656037   2481.71 seconds
1027332 Steps   Best: 1503655844   2481.88 seconds
1027999 Steps   Best: 1503655844   2483.35 seconds
1028507 Steps   Best: 1503655500   2484.36 seconds
1028751 Steps   Best: 1503654694   2484.89 seconds
1028999 Steps   Best: 1503654694   2485.42 seconds
1029594 Steps   Best: 1503654668   2486.78 seconds
1029999 Steps   Best: 1503654668   2487.70 seconds
Wrote the tour to linkern.tour
1030446 Steps   Best: 1503654653   2488.67 seconds
1030893 Steps   Best: 1503654639   2489.65 seconds
1030999 Steps   Best: 1503654639   2489.87 seconds
1031467 Steps   Best: 1503653550   2490.96 seconds
1031490 Steps   Best: 1503653202   2490.99 seconds
1031999 Steps   Best: 1503653202   2492.03 seconds
1032999 Steps   Best: 1503653202   2494.27 seconds
1033665 Steps   Best: 1503653002   2495.77 seconds
1033999 Steps   Best: 1503653002   2496.52 seconds
1034384 Steps   Best: 1503652937   2497.36 seconds
1034784 Steps   Best: 1503652882   2498.23 seconds
1034845 Steps   Best: 1503652783   2498.35 seconds
1034999 Steps   Best: 1503652783   2498.67 seconds
1035062 Steps   Best: 1503652217   2498.81 seconds
1035214 Steps   Best: 1503651731   2499.17 seconds
1035547 Steps   Best: 1503651424   2499.89 seconds
1035622 Steps   Best: 1503651098   2500.09 seconds
1035999 Steps   Best: 1503651098   2500.91 seconds
1036028 Steps   Best: 1503651073   2500.97 seconds
1036999 Steps   Best: 1503651073   2503.06 seconds
1037035 Steps   Best: 1503651059   2503.13 seconds
1037701 Steps   Best: 1503651014   2504.65 seconds
1037999 Steps   Best: 1503651014   2505.35 seconds
1038421 Steps   Best: 1503648268   2506.28 seconds
1038999 Steps   Best: 1503648268   2507.63 seconds
1039145 Steps   Best: 1503648266   2507.94 seconds
1039608 Steps   Best: 1503647632   2509.02 seconds
1039999 Steps   Best: 1503647632   2509.88 seconds
Wrote the tour to linkern.tour
1040999 Steps   Best: 1503647632   2512.09 seconds
1041096 Steps   Best: 1503647266   2512.28 seconds
1041649 Steps   Best: 1503647179   2513.43 seconds
1041999 Steps   Best: 1503647179   2514.21 seconds
1042547 Steps   Best: 1503646822   2515.51 seconds
1042999 Steps   Best: 1503646822   2516.51 seconds
1043999 Steps   Best: 1503646822   2518.58 seconds
1044999 Steps   Best: 1503646822   2520.74 seconds
1045360 Steps   Best: 1503646431   2521.49 seconds
1045999 Steps   Best: 1503646431   2522.88 seconds
1046738 Steps   Best: 1503645622   2524.49 seconds
1046999 Steps   Best: 1503645622   2524.99 seconds
1047999 Steps   Best: 1503645622   2527.18 seconds
1048999 Steps   Best: 1503645622   2529.34 seconds
1049016 Steps   Best: 1503645109   2529.37 seconds
1049862 Steps   Best: 1503644892   2531.21 seconds
1049999 Steps   Best: 1503644892   2531.49 seconds
Wrote the tour to linkern.tour
1050541 Steps   Best: 1503644506   2532.71 seconds
1050999 Steps   Best: 1503644506   2533.69 seconds
1051771 Steps   Best: 1503644468   2535.46 seconds
1051999 Steps   Best: 1503644468   2535.93 seconds
1052231 Steps   Best: 1503644230   2536.44 seconds
1052833 Steps   Best: 1503644014   2537.76 seconds
1052999 Steps   Best: 1503644014   2538.11 seconds
1053528 Steps   Best: 1503643791   2539.27 seconds
1053780 Steps   Best: 1503643586   2539.80 seconds
1053999 Steps   Best: 1503643586   2540.26 seconds
1054595 Steps   Best: 1503643506   2541.56 seconds
1054999 Steps   Best: 1503643506   2542.41 seconds
1055245 Steps   Best: 1503643377   2542.96 seconds
1055789 Steps   Best: 1503643272   2544.16 seconds
1055999 Steps   Best: 1503643272   2544.69 seconds
1056088 Steps   Best: 1503642962   2544.87 seconds
1056264 Steps   Best: 1503642929   2545.22 seconds
1056510 Steps   Best: 1503642464   2545.71 seconds
1056669 Steps   Best: 1503642275   2546.05 seconds
1056989 Steps   Best: 1503641896   2546.74 seconds
1056999 Steps   Best: 1503641896   2546.76 seconds
1057766 Steps   Best: 1503641490   2548.43 seconds
1057999 Steps   Best: 1503641490   2548.97 seconds
1058495 Steps   Best: 1503641255   2550.02 seconds
1058870 Steps   Best: 1503640727   2550.82 seconds
1058999 Steps   Best: 1503640727   2551.09 seconds
1059999 Steps   Best: 1503640727   2553.51 seconds
Wrote the tour to linkern.tour
1060645 Steps   Best: 1503640640   2555.14 seconds
1060999 Steps   Best: 1503640640   2556.03 seconds
1061442 Steps   Best: 1503640272   2557.15 seconds
1061608 Steps   Best: 1503640175   2557.53 seconds
1061999 Steps   Best: 1503640175   2558.45 seconds
1062069 Steps   Best: 1503638912   2558.59 seconds
1062127 Steps   Best: 1503638798   2558.72 seconds
1062999 Steps   Best: 1503638798   2560.58 seconds
1063022 Steps   Best: 1503638605   2560.63 seconds
1063904 Steps   Best: 1503638362   2562.54 seconds
1063999 Steps   Best: 1503638362   2562.75 seconds
1064727 Steps   Best: 1503638308   2564.37 seconds
1064999 Steps   Best: 1503638308   2564.98 seconds
1065999 Steps   Best: 1503638308   2567.16 seconds
1066999 Steps   Best: 1503638308   2569.38 seconds
1067465 Steps   Best: 1503638238   2570.32 seconds
1067999 Steps   Best: 1503638238   2571.50 seconds
1068187 Steps   Best: 1503638155   2571.90 seconds
1068999 Steps   Best: 1503638155   2573.62 seconds
1069084 Steps   Best: 1503638070   2573.79 seconds
1069175 Steps   Best: 1503637925   2573.97 seconds
1069999 Steps   Best: 1503637925   2575.69 seconds
Wrote the tour to linkern.tour
1070999 Steps   Best: 1503637925   2577.91 seconds
1071044 Steps   Best: 1503637845   2578.00 seconds
1071672 Steps   Best: 1503637712   2579.37 seconds
1071687 Steps   Best: 1503637430   2579.40 seconds
1071999 Steps   Best: 1503637430   2580.09 seconds
1072088 Steps   Best: 1503637314   2580.28 seconds
1072217 Steps   Best: 1503636690   2580.56 seconds
1072865 Steps   Best: 1503636414   2581.97 seconds
1072999 Steps   Best: 1503636414   2582.25 seconds
1073366 Steps   Best: 1503636323   2583.00 seconds
1073835 Steps   Best: 1503635830   2584.01 seconds
1073999 Steps   Best: 1503635830   2584.39 seconds
1074999 Steps   Best: 1503635830   2586.44 seconds
1075445 Steps   Best: 1503635617   2587.37 seconds
1075999 Steps   Best: 1503635617   2588.52 seconds
1076046 Steps   Best: 1503635427   2588.61 seconds
1076641 Steps   Best: 1503635190   2589.88 seconds
1076881 Steps   Best: 1503634970   2590.38 seconds
1076999 Steps   Best: 1503634970   2590.62 seconds
1077317 Steps   Best: 1503634727   2591.34 seconds
1077376 Steps   Best: 1503634278   2591.47 seconds
1077595 Steps   Best: 1503634247   2591.93 seconds
1077999 Steps   Best: 1503634247   2592.84 seconds
1078999 Steps   Best: 1503634247   2595.04 seconds
1079999 Steps   Best: 1503634247   2597.26 seconds
Wrote the tour to linkern.tour
1080004 Steps   Best: 1503633939   2597.30 seconds
1080920 Steps   Best: 1503633552   2599.24 seconds
1080999 Steps   Best: 1503633552   2599.40 seconds
1081999 Steps   Best: 1503633552   2601.49 seconds
1082641 Steps   Best: 1503633536   2602.88 seconds
1082666 Steps   Best: 1503633506   2602.93 seconds
1082999 Steps   Best: 1503633506   2603.58 seconds
1083752 Steps   Best: 1503631853   2605.21 seconds
1083999 Steps   Best: 1503631853   2605.73 seconds
1084999 Steps   Best: 1503631853   2607.88 seconds
1085999 Steps   Best: 1503631853   2610.04 seconds
1086164 Steps   Best: 1503631720   2610.37 seconds
1086758 Steps   Best: 1503631630   2611.57 seconds
1086999 Steps   Best: 1503631630   2612.07 seconds
1087275 Steps   Best: 1503631304   2612.63 seconds
1087999 Steps   Best: 1503631304   2614.17 seconds
1088409 Steps   Best: 1503630217   2615.02 seconds
1088654 Steps   Best: 1503628402   2615.53 seconds
1088999 Steps   Best: 1503628402   2616.31 seconds
1089431 Steps   Best: 1503626830   2617.21 seconds
1089461 Steps   Best: 1503626818   2617.29 seconds
1089999 Steps   Best: 1503626818   2618.38 seconds
Wrote the tour to linkern.tour
1090758 Steps   Best: 1503626154   2620.11 seconds
1090999 Steps   Best: 1503626154   2620.62 seconds
1091644 Steps   Best: 1503625392   2622.00 seconds
1091999 Steps   Best: 1503625392   2622.73 seconds
1092725 Steps   Best: 1503624209   2624.22 seconds
1092999 Steps   Best: 1503624209   2624.79 seconds
1093999 Steps   Best: 1503624209   2626.93 seconds
1094390 Steps   Best: 1503624188   2627.69 seconds
1094927 Steps   Best: 1503623941   2628.77 seconds
1094999 Steps   Best: 1503623941   2628.91 seconds
1095999 Steps   Best: 1503623941   2631.26 seconds
1096889 Steps   Best: 1503622713   2633.37 seconds
1096999 Steps   Best: 1503622713   2633.65 seconds
1097649 Steps   Best: 1503622462   2635.10 seconds
1097999 Steps   Best: 1503622462   2635.86 seconds
1098491 Steps   Best: 1503622325   2636.90 seconds
1098999 Steps   Best: 1503622325   2638.04 seconds
1099999 Steps   Best: 1503622325   2640.32 seconds
Wrote the tour to linkern.tour
1100999 Steps   Best: 1503622325   2642.61 seconds
1101207 Steps   Best: 1503622215   2643.08 seconds
1101999 Steps   Best: 1503622215   2644.95 seconds
1102950 Steps   Best: 1503622191   2647.49 seconds
1102999 Steps   Best: 1503622191   2647.59 seconds
1103584 Steps   Best: 1503621432   2648.97 seconds
1103999 Steps   Best: 1503621432   2650.02 seconds
1104999 Steps   Best: 1503621432   2652.62 seconds
1105999 Steps   Best: 1503621432   2654.87 seconds
1106999 Steps   Best: 1503621432   2657.08 seconds
1107802 Steps   Best: 1503621379   2658.90 seconds
1107999 Steps   Best: 1503621379   2659.39 seconds
1108572 Steps   Best: 1503621057   2660.65 seconds
1108999 Steps   Best: 1503621057   2661.76 seconds
1109702 Steps   Best: 1503621042   2663.28 seconds
1109999 Steps   Best: 1503621042   2663.97 seconds
Wrote the tour to linkern.tour
1110299 Steps   Best: 1503620993   2664.68 seconds
1110999 Steps   Best: 1503620993   2666.19 seconds
1111506 Steps   Best: 1503620904   2667.28 seconds
1111999 Steps   Best: 1503620904   2668.33 seconds
1112473 Steps   Best: 1503620410   2669.38 seconds
1112865 Steps   Best: 1503619878   2670.43 seconds
1112951 Steps   Best: 1503619309   2670.64 seconds
1112999 Steps   Best: 1503619309   2670.76 seconds
1113810 Steps   Best: 1503619166   2672.64 seconds
1113999 Steps   Best: 1503619166   2673.10 seconds
1114999 Steps   Best: 1503619166   2675.34 seconds
1115687 Steps   Best: 1503618446   2676.91 seconds
1115999 Steps   Best: 1503618446   2677.59 seconds
1116999 Steps   Best: 1503618446   2679.80 seconds
1117999 Steps   Best: 1503618446   2682.17 seconds
1118047 Steps   Best: 1503618319   2682.30 seconds
1118312 Steps   Best: 1503617785   2683.01 seconds
1118979 Steps   Best: 1503617723   2684.73 seconds
1118999 Steps   Best: 1503617723   2684.78 seconds
1119497 Steps   Best: 1503617510   2686.03 seconds
1119502 Steps   Best: 1503617427   2686.04 seconds
1119574 Steps   Best: 1503616905   2686.22 seconds
1119999 Steps   Best: 1503616905   2687.16 seconds
Wrote the tour to linkern.tour
1120999 Steps   Best: 1503616905   2689.49 seconds
1121301 Steps   Best: 1503616798   2690.24 seconds
1121999 Steps   Best: 1503616798   2691.84 seconds
1122999 Steps   Best: 1503616798   2694.10 seconds
1123764 Steps   Best: 1503616627   2695.76 seconds
1123999 Steps   Best: 1503616627   2696.25 seconds
1124138 Steps   Best: 1503616240   2696.56 seconds
1124999 Steps   Best: 1503616240   2698.35 seconds
1125106 Steps   Best: 1503616004   2698.58 seconds
1125568 Steps   Best: 1503615689   2699.58 seconds
1125947 Steps   Best: 1503615411   2700.40 seconds
1125999 Steps   Best: 1503615411   2700.49 seconds
1126999 Steps   Best: 1503615411   2702.56 seconds
1127723 Steps   Best: 1503614299   2704.00 seconds
1127999 Steps   Best: 1503614299   2704.59 seconds
1128999 Steps   Best: 1503614299   2706.70 seconds
1129999 Steps   Best: 1503614299   2708.84 seconds
Wrote the tour to linkern.tour
1130926 Steps   Best: 1503614102   2710.89 seconds
1130999 Steps   Best: 1503614102   2711.05 seconds
1131999 Steps   Best: 1503614102   2713.28 seconds
1132445 Steps   Best: 1503613701   2714.44 seconds
1132676 Steps   Best: 1503613686   2715.02 seconds
1132857 Steps   Best: 1503613537   2715.54 seconds
1132999 Steps   Best: 1503613537   2715.88 seconds
1133999 Steps   Best: 1503613537   2718.26 seconds
1134023 Steps   Best: 1503613343   2718.30 seconds
1134304 Steps   Best: 1503613332   2718.97 seconds
1134432 Steps   Best: 1503613306   2719.27 seconds
1134999 Steps   Best: 1503613306   2720.56 seconds
1135999 Steps   Best: 1503613306   2722.73 seconds
1136999 Steps   Best: 1503613306   2724.87 seconds
1137999 Steps   Best: 1503613306   2727.03 seconds
1138999 Steps   Best: 1503613306   2729.34 seconds
1139999 Steps   Best: 1503613306   2731.55 seconds
Wrote the tour to linkern.tour
1140966 Steps   Best: 1503613210   2733.76 seconds
1140999 Steps   Best: 1503613210   2733.83 seconds
1141999 Steps   Best: 1503613210   2735.97 seconds
1142577 Steps   Best: 1503613181   2737.19 seconds
1142600 Steps   Best: 1503612959   2737.24 seconds
1142999 Steps   Best: 1503612959   2738.13 seconds
1143743 Steps   Best: 1503612943   2739.81 seconds
1143784 Steps   Best: 1503612926   2739.92 seconds
1143999 Steps   Best: 1503612926   2740.40 seconds
1144999 Steps   Best: 1503612926   2742.61 seconds
1145630 Steps   Best: 1503612637   2743.91 seconds
1145999 Steps   Best: 1503612637   2744.67 seconds
1146154 Steps   Best: 1503612372   2745.00 seconds
1146999 Steps   Best: 1503612372   2746.87 seconds
1147999 Steps   Best: 1503612372   2749.11 seconds
1148999 Steps   Best: 1503612372   2751.41 seconds
1149313 Steps   Best: 1503611808   2752.09 seconds
1149999 Steps   Best: 1503611808   2753.62 seconds
Wrote the tour to linkern.tour
1150999 Steps   Best: 1503611808   2755.78 seconds
1151055 Steps   Best: 1503611363   2755.88 seconds
1151999 Steps   Best: 1503611363   2757.93 seconds
1152999 Steps   Best: 1503611363   2760.13 seconds
1153999 Steps   Best: 1503611363   2762.40 seconds
1154999 Steps   Best: 1503611363   2764.58 seconds
1155270 Steps   Best: 1503610897   2765.14 seconds
1155355 Steps   Best: 1503610758   2765.32 seconds
1155378 Steps   Best: 1503610708   2765.38 seconds
1155763 Steps   Best: 1503610390   2766.16 seconds
1155840 Steps   Best: 1503610257   2766.32 seconds
1155999 Steps   Best: 1503610257   2766.67 seconds
1156999 Steps   Best: 1503610257   2768.81 seconds
1157999 Steps   Best: 1503610257   2770.98 seconds
1158999 Steps   Best: 1503610257   2773.22 seconds
1159441 Steps   Best: 1503608641   2774.14 seconds
1159999 Steps   Best: 1503608641   2775.34 seconds
Wrote the tour to linkern.tour
1160157 Steps   Best: 1503608425   2775.73 seconds
1160667 Steps   Best: 1503608037   2776.83 seconds
1160690 Steps   Best: 1503608021   2776.88 seconds
1160712 Steps   Best: 1503607167   2776.93 seconds
1160999 Steps   Best: 1503607167   2777.53 seconds
1161177 Steps   Best: 1503607015   2777.90 seconds
1161999 Steps   Best: 1503607015   2779.68 seconds
1162999 Steps   Best: 1503607015   2781.81 seconds
1163999 Steps   Best: 1503607015   2783.94 seconds
1164999 Steps   Best: 1503607015   2786.16 seconds
1165999 Steps   Best: 1503607015   2788.44 seconds
1166086 Steps   Best: 1503606789   2788.61 seconds
1166247 Steps   Best: 1503606747   2788.94 seconds
1166574 Steps   Best: 1503606723   2789.67 seconds
1166999 Steps   Best: 1503606723   2790.60 seconds
1167240 Steps   Best: 1503606190   2791.18 seconds
1167673 Steps   Best: 1503605975   2792.24 seconds
1167999 Steps   Best: 1503605975   2792.99 seconds
1168880 Steps   Best: 1503605943   2794.95 seconds
1168999 Steps   Best: 1503605943   2795.20 seconds
1169763 Steps   Best: 1503605683   2796.95 seconds
1169999 Steps   Best: 1503605683   2797.49 seconds
Wrote the tour to linkern.tour
1170385 Steps   Best: 1503605296   2798.37 seconds
1170946 Steps   Best: 1503605146   2799.64 seconds
1170999 Steps   Best: 1503605146   2799.74 seconds
1171103 Steps   Best: 1503604371   2799.95 seconds
1171999 Steps   Best: 1503604371   2801.94 seconds
1172066 Steps   Best: 1503603837   2802.09 seconds
1172149 Steps   Best: 1503603836   2802.28 seconds
1172178 Steps   Best: 1503603700   2802.35 seconds
1172332 Steps   Best: 1503603131   2802.67 seconds
1172753 Steps   Best: 1503603119   2803.66 seconds
1172999 Steps   Best: 1503603119   2804.19 seconds
1173792 Steps   Best: 1503602152   2805.96 seconds
1173999 Steps   Best: 1503602152   2806.46 seconds
1174946 Steps   Best: 1503601838   2808.65 seconds
1174972 Steps   Best: 1503601681   2808.72 seconds
1174999 Steps   Best: 1503601681   2808.78 seconds
1175732 Steps   Best: 1503601674   2810.53 seconds
1175756 Steps   Best: 1503601586   2810.57 seconds
1175999 Steps   Best: 1503601586   2811.09 seconds
1176999 Steps   Best: 1503601586   2813.28 seconds
1177999 Steps   Best: 1503601586   2815.59 seconds
1178895 Steps   Best: 1503601531   2817.43 seconds
1178999 Steps   Best: 1503601531   2817.66 seconds
1179999 Steps   Best: 1503601531   2819.83 seconds
Wrote the tour to linkern.tour
1180999 Steps   Best: 1503601531   2822.05 seconds
1181181 Steps   Best: 1503600738   2822.45 seconds
1181785 Steps   Best: 1503600124   2823.80 seconds
1181999 Steps   Best: 1503600124   2824.38 seconds
1182908 Steps   Best: 1503599623   2826.57 seconds
1182999 Steps   Best: 1503599623   2826.81 seconds
1183570 Steps   Best: 1503599610   2828.13 seconds
1183999 Steps   Best: 1503599610   2829.10 seconds
1184239 Steps   Best: 1503599471   2829.60 seconds
1184999 Steps   Best: 1503599471   2831.26 seconds
1185576 Steps   Best: 1503599421   2832.46 seconds
1185999 Steps   Best: 1503599421   2833.47 seconds
1186999 Steps   Best: 1503599421   2835.77 seconds
1187549 Steps   Best: 1503599336   2837.05 seconds
1187999 Steps   Best: 1503599336   2838.05 seconds
1188157 Steps   Best: 1503599233   2838.42 seconds
1188341 Steps   Best: 1503599078   2838.79 seconds
1188414 Steps   Best: 1503598996   2838.97 seconds
1188999 Steps   Best: 1503598996   2840.23 seconds
1189999 Steps   Best: 1503598996   2842.49 seconds
Wrote the tour to linkern.tour
1190999 Steps   Best: 1503598996   2844.84 seconds
1191335 Steps   Best: 1503598469   2845.67 seconds
1191491 Steps   Best: 1503598332   2845.99 seconds
1191999 Steps   Best: 1503598332   2847.17 seconds
1192644 Steps   Best: 1503598132   2848.63 seconds
1192999 Steps   Best: 1503598132   2849.39 seconds
1193816 Steps   Best: 1503597902   2851.28 seconds
1193999 Steps   Best: 1503597902   2851.66 seconds
1194999 Steps   Best: 1503597902   2854.05 seconds
1195367 Steps   Best: 1503597639   2854.89 seconds
1195999 Steps   Best: 1503597639   2856.34 seconds
1196999 Steps   Best: 1503597639   2859.04 seconds
1197686 Steps   Best: 1503597210   2860.85 seconds
1197999 Steps   Best: 1503597210   2861.59 seconds
1198999 Steps   Best: 1503597210   2863.82 seconds
1199814 Steps   Best: 1503597069   2865.71 seconds
1199999 Steps   Best: 1503597069   2866.09 seconds
Wrote the tour to linkern.tour
1200123 Steps   Best: 1503597019   2866.35 seconds
1200315 Steps   Best: 1503596442   2866.74 seconds
1200999 Steps   Best: 1503596442   2868.21 seconds
1201999 Steps   Best: 1503596442   2870.64 seconds
1202887 Steps   Best: 1503596345   2872.66 seconds
1202999 Steps   Best: 1503596345   2872.92 seconds
1203116 Steps   Best: 1503595774   2873.19 seconds
1203743 Steps   Best: 1503595735   2874.80 seconds
1203999 Steps   Best: 1503595735   2875.35 seconds
1204999 Steps   Best: 1503595735   2877.95 seconds
1205683 Steps   Best: 1503595601   2879.65 seconds
1205999 Steps   Best: 1503595601   2880.39 seconds
1206999 Steps   Best: 1503595601   2882.82 seconds
1207999 Steps   Best: 1503595601   2885.18 seconds
1208999 Steps   Best: 1503595601   2887.28 seconds
1209999 Steps   Best: 1503595601   2889.48 seconds
Wrote the tour to linkern.tour
1210488 Steps   Best: 1503595479   2890.56 seconds
1210999 Steps   Best: 1503595479   2891.76 seconds
1211320 Steps   Best: 1503595433   2892.45 seconds
1211542 Steps   Best: 1503595230   2892.92 seconds
1211999 Steps   Best: 1503595230   2894.00 seconds
1212999 Steps   Best: 1503595230   2896.08 seconds
1213522 Steps   Best: 1503594755   2897.21 seconds
1213999 Steps   Best: 1503594755   2898.28 seconds
1214039 Steps   Best: 1503594533   2898.37 seconds
